gene_symbol	ncbi_gene_id	n_disease_associations	mondo_ids	omim_ids	all_disease_ids
EPB41L1	NCBIGene:2036	1		OMIM:614257	OMIM:614257
EPB42	NCBIGene:2038	1		OMIM:612690	OMIM:612690
DHX16	NCBIGene:8449	1		OMIM:618733	OMIM:618733
EPG5	NCBIGene:57724	1		OMIM:242840	OMIM:242840
EPHA10	NCBIGene:284656	1		OMIM:620283	OMIM:620283
EPHA2	NCBIGene:1969	1		OMIM:116600	OMIM:116600
DHRSX	NCBIGene:207063	1		OMIM:301133	OMIM:301133
EPHX2	NCBIGene:2053	1		OMIM:143890	OMIM:143890
EPM2A	NCBIGene:7957	1		OMIM:254780	OMIM:254780
DHRS3	NCBIGene:9249	1		OMIM:621499	OMIM:621499
EPOR	NCBIGene:2057	1		OMIM:133100	OMIM:133100
EMD	NCBIGene:2010	1		OMIM:310300	OMIM:310300
EMC1	NCBIGene:23065	1		OMIM:616875	OMIM:616875
EPS8	NCBIGene:2059	1		OMIM:615974	OMIM:615974
ELP4	NCBIGene:26610	1		OMIM:617141	OMIM:617141
EIF2AK3	NCBIGene:9451	1		OMIM:226980	OMIM:226980
EIF2AK4	NCBIGene:440275	1		OMIM:234810	OMIM:234810
EIF2B1	NCBIGene:1967	1		OMIM:603896	OMIM:603896
EIF2B2	NCBIGene:8892	1		OMIM:620312	OMIM:620312
EIF2B3	NCBIGene:8891	1		OMIM:620313	OMIM:620313
EIF2B4	NCBIGene:8890	1		OMIM:620314	OMIM:620314
EIF2B5	NCBIGene:8893	1		OMIM:620315	OMIM:620315
EIF2S3	NCBIGene:1968	1		OMIM:300148	OMIM:300148
EIF3F	NCBIGene:8665	1		OMIM:618295	OMIM:618295
EIF4A2	NCBIGene:1974	1		OMIM:620455	OMIM:620455
EIF4A3	NCBIGene:9775	1		OMIM:268305	OMIM:268305
EIF4E	NCBIGene:1977	1		OMIM:615091	OMIM:615091
EIF4G1	NCBIGene:1981	1		OMIM:614251	OMIM:614251
EIF5A	NCBIGene:1984	1		OMIM:619376	OMIM:619376
DIP2B	NCBIGene:57609	1		OMIM:136630	OMIM:136630
DIO1	NCBIGene:1733	1		OMIM:619855	OMIM:619855
ELF4	NCBIGene:2000	1		OMIM:301074	OMIM:301074
ELFN1	NCBIGene:392617	1		OMIM:621344	OMIM:621344
ELMO2	NCBIGene:63916	1		OMIM:606893	OMIM:606893
DIAPH3	NCBIGene:81624	1		OMIM:609129	OMIM:609129
DIAPH2	NCBIGene:1730	1		OMIM:300511	OMIM:300511
ELOVL1	NCBIGene:64834	1		OMIM:618527	OMIM:618527
ELOVL5	NCBIGene:60481	1		OMIM:615957	OMIM:615957
DIABLO	NCBIGene:56616	1		OMIM:614152	OMIM:614152
ELP2	NCBIGene:55250	1		OMIM:617270	OMIM:617270
EPRS1	NCBIGene:2058	1		OMIM:617951	OMIM:617951
EPS8L2	NCBIGene:64787	1		OMIM:617637	OMIM:617637
EIF2AK1	NCBIGene:27102	1		OMIM:618878	OMIM:618878
ETFB	NCBIGene:2109	1		OMIM:231680	OMIM:231680
ETHE1	NCBIGene:23474	1		OMIM:602473	OMIM:602473
DEF6	NCBIGene:50619	1		OMIM:619573	OMIM:619573
DDX6	NCBIGene:1656	1		OMIM:618653	OMIM:618653
EWSR1	NCBIGene:2130	1		OMIM:612219	OMIM:612219
EXOC2	NCBIGene:55770	1		OMIM:619306	OMIM:619306
EXOC3L2	NCBIGene:90332	1		OMIM:620943	OMIM:620943
EXOC6B	NCBIGene:23233	1		OMIM:618395	OMIM:618395
EXOC7	NCBIGene:23265	1		OMIM:619072	OMIM:619072
EXOC8	NCBIGene:149371	1		OMIM:619076	OMIM:619076
EXOSC1	NCBIGene:51013	1		OMIM:619304	OMIM:619304
EXOSC2	NCBIGene:23404	1		OMIM:617763	OMIM:617763
EXOSC3	NCBIGene:51010	1		OMIM:614678	OMIM:614678
EXOSC5	NCBIGene:56915	1		OMIM:619576	OMIM:619576
EXOSC8	NCBIGene:11340	1		OMIM:616081	OMIM:616081
EXOSC9	NCBIGene:5393	1		OMIM:618065	OMIM:618065
EXPH5	NCBIGene:23086	1		OMIM:615028	OMIM:615028
DDX59	NCBIGene:83479	1		OMIM:174300	OMIM:174300
DDX41	NCBIGene:51428	1		OMIM:616871	OMIM:616871
EXTL3	NCBIGene:2137	1		OMIM:617425	OMIM:617425
DDX3Y	NCBIGene:8653	1		OMIM:415000	OMIM:415000
DDX3X	NCBIGene:1654	1		OMIM:300958	OMIM:300958
EYS	NCBIGene:346007	1		OMIM:602772	OMIM:602772
EZH2	NCBIGene:2146	1		OMIM:277590	OMIM:277590
F10	NCBIGene:2159	1		OMIM:227600	OMIM:227600
F11	NCBIGene:2160	1		OMIM:612416	OMIM:612416
ETFDH	NCBIGene:2110	1		OMIM:231680	OMIM:231680
ETFA	NCBIGene:2108	1		OMIM:231680	OMIM:231680
EPS8L3	NCBIGene:79574	1		OMIM:612841	OMIM:612841
ESS2	NCBIGene:8220	1		OMIM:192430	OMIM:192430
EPX	NCBIGene:8288	1		OMIM:261500	OMIM:261500
ERAL1	NCBIGene:26284	1		OMIM:617565	OMIM:617565
DHPS	NCBIGene:1725	1		OMIM:618480	OMIM:618480
DHODH	NCBIGene:1723	1		OMIM:263750	OMIM:263750
ERBB4	NCBIGene:2066	1		OMIM:615515	OMIM:615515
ERCC1	NCBIGene:2067	1		OMIM:610758	OMIM:610758
DHFR	NCBIGene:1719	1		OMIM:613839	OMIM:613839
DHCR7	NCBIGene:1717	1		OMIM:270400	OMIM:270400
DHCR24	NCBIGene:1718	1		OMIM:602398	OMIM:602398
ERCC6L2	NCBIGene:375748	1		OMIM:615715	OMIM:615715
DGKE	NCBIGene:8526	1		OMIM:615008	OMIM:615008
DGCR8	NCBIGene:54487	1		OMIM:192430	OMIM:192430
ERG	NCBIGene:2078	1		OMIM:620602	OMIM:620602
ERGIC1	NCBIGene:57222	1		OMIM:208100	OMIM:208100
DGCR6	NCBIGene:8214	1		OMIM:192430	OMIM:192430
ERLIN1	NCBIGene:10613	1		OMIM:615681	OMIM:615681
DGCR2	NCBIGene:9993	1		OMIM:192430	OMIM:192430
DGAT1	NCBIGene:8694	1		OMIM:615863	OMIM:615863
ERMARD	NCBIGene:55780	1		OMIM:615544	OMIM:615544
ESAM	NCBIGene:90952	1		OMIM:620371	OMIM:620371
DENND5A	NCBIGene:23258	1		OMIM:617281	OMIM:617281
DEGS1	NCBIGene:8560	1		OMIM:618404	OMIM:618404
ESR2	NCBIGene:2100	1		OMIM:618187	OMIM:618187
ESRP1	NCBIGene:54845	1		OMIM:618013	OMIM:618013
ESRRB	NCBIGene:2103	1		OMIM:608565	OMIM:608565
DIS3L2	NCBIGene:129563	1		OMIM:267000	OMIM:267000
EHMT1	NCBIGene:79813	1		OMIM:610253	OMIM:610253
DDRGK1	NCBIGene:65992	1		OMIM:602557	OMIM:602557
DNAH7	NCBIGene:56171	1		OMIM:620356	OMIM:620356
DNAH5	NCBIGene:1767	1		OMIM:608644	OMIM:608644
DOT1L	NCBIGene:84444	1		OMIM:621265	OMIM:621265
DNAH2	NCBIGene:146754	1		OMIM:619094	OMIM:619094
DPF2	NCBIGene:5977	1		OMIM:618027	OMIM:618027
DPH1	NCBIGene:1801	1		OMIM:616901	OMIM:616901
DPH2	NCBIGene:1802	1		OMIM:620062	OMIM:620062
DPH5	NCBIGene:51611	1		OMIM:620070	OMIM:620070
DPM1	NCBIGene:8813	1		OMIM:608799	OMIM:608799
DPM2	NCBIGene:8818	1		OMIM:615042	OMIM:615042
DNAH17	NCBIGene:8632	1		OMIM:618643	OMIM:618643
DNAH12	NCBIGene:201625	1		OMIM:621209	OMIM:621209
DPP9	NCBIGene:91039	1		OMIM:620331	OMIM:620331
DPY19L2	NCBIGene:283417	1		OMIM:613958	OMIM:613958
DPYD	NCBIGene:1806	1		OMIM:274270	OMIM:274270
DPYS	NCBIGene:1807	1		OMIM:222748	OMIM:222748
DPYSL5	NCBIGene:56896	1		OMIM:619435	OMIM:619435
DRAM2	NCBIGene:128338	1		OMIM:616502	OMIM:616502
DNAH11	NCBIGene:8701	1		OMIM:611884	OMIM:611884
DRC2	NCBIGene:85478	1		OMIM:615504	OMIM:615504
DRC4	NCBIGene:2622	1		OMIM:616726	OMIM:616726
DNAH10	NCBIGene:196385	1		OMIM:619515	OMIM:619515
DRD4	NCBIGene:1815	1		OMIM:143465	OMIM:143465
DRG1	NCBIGene:4733	1		OMIM:620641	OMIM:620641
DSC2	NCBIGene:1824	1		OMIM:610476	OMIM:610476
DSC3	NCBIGene:1825	1		OMIM:613102	OMIM:613102
DOLK	NCBIGene:22845	1		OMIM:610768	OMIM:610768
DOHH	NCBIGene:83475	1		OMIM:620066	OMIM:620066
DNAAF6	NCBIGene:139212	1		OMIM:300991	OMIM:300991
DOCK8	NCBIGene:81704	1		OMIM:243700	OMIM:243700
DNAJC12	NCBIGene:56521	1		OMIM:617384	OMIM:617384
DNAJC19	NCBIGene:131118	1		OMIM:610198	OMIM:610198
DNAJB2	NCBIGene:3300	1		OMIM:614881	OMIM:614881
DNAJC3	NCBIGene:5611	1		OMIM:616192	OMIM:616192
DNAJC5	NCBIGene:80331	1		OMIM:162350	OMIM:162350
DNAJC6	NCBIGene:9829	1		OMIM:615528	OMIM:615528
DNAL1	NCBIGene:83544	1		OMIM:614017	OMIM:614017
DNAL4	NCBIGene:10126	1		OMIM:616059	OMIM:616059
DNALI1	NCBIGene:7802	1		OMIM:620354	OMIM:620354
DNASE1	NCBIGene:1773	1		OMIM:152700	OMIM:152700
DNASE1L3	NCBIGene:1776	1		OMIM:614420	OMIM:614420
DNASE2	NCBIGene:1777	1		OMIM:619858	OMIM:619858
DNHD1	NCBIGene:144132	1		OMIM:619712	OMIM:619712
DNAJB13	NCBIGene:374407	1		OMIM:617091	OMIM:617091
DNAJB11	NCBIGene:51726	1		OMIM:618061	OMIM:618061
DNAI2	NCBIGene:64446	1		OMIM:612444	OMIM:612444
DNMBP	NCBIGene:23268	1		OMIM:618415	OMIM:618415
DNAI1	NCBIGene:27019	1		OMIM:244400	OMIM:244400
DNAH9	NCBIGene:1770	1		OMIM:618300	OMIM:618300
DNAH8	NCBIGene:1769	1		OMIM:619095	OMIM:619095
DOCK11	NCBIGene:139818	1		OMIM:301109	OMIM:301109
DOCK2	NCBIGene:1794	1		OMIM:616433	OMIM:616433
DOCK3	NCBIGene:1795	1		OMIM:618292	OMIM:618292
DOCK6	NCBIGene:57572	1		OMIM:614219	OMIM:614219
DOCK7	NCBIGene:85440	1		OMIM:615859	OMIM:615859
DSE	NCBIGene:29940	1		OMIM:615539	OMIM:615539
DNAAF5	NCBIGene:54919	1		OMIM:614874	OMIM:614874
EHHADH	NCBIGene:1962	1		OMIM:615605	OMIM:615605
DLST	NCBIGene:1743	1		OMIM:618475	OMIM:618475
ECHS1	NCBIGene:1892	1		OMIM:616277	OMIM:616277
ECM1	NCBIGene:1893	1		OMIM:247100	OMIM:247100
DLL4	NCBIGene:54567	1		OMIM:616589	OMIM:616589
DLL3	NCBIGene:10683	1		OMIM:277300	OMIM:277300
DLL1	NCBIGene:28514	1		OMIM:618709	OMIM:618709
EDC3	NCBIGene:80153	1		OMIM:616460	OMIM:616460
EDEM3	NCBIGene:80267	1		OMIM:619493	OMIM:619493
DLG5	NCBIGene:9231	1		OMIM:620703	OMIM:620703
DLG4	NCBIGene:1742	1		OMIM:618793	OMIM:618793
DLG3	NCBIGene:1741	1		OMIM:300850	OMIM:300850
DLD	NCBIGene:1738	1		OMIM:246900	OMIM:246900
EED	NCBIGene:8726	1		OMIM:617561	OMIM:617561
DLC1	NCBIGene:10395	1		OMIM:114500	OMIM:114500
EEF2	NCBIGene:1938	1		OMIM:609306	OMIM:609306
EEFSEC	NCBIGene:60678	1		OMIM:621102	OMIM:621102
DLAT	NCBIGene:1737	1		OMIM:245348	OMIM:245348
EFEMP2	NCBIGene:30008	1		OMIM:614437	OMIM:614437
EFL1	NCBIGene:79631	1		OMIM:617941	OMIM:617941
EFNB1	NCBIGene:1947	1		OMIM:304110	OMIM:304110
EFTUD2	NCBIGene:9343	1		OMIM:610536	OMIM:610536
EGF	NCBIGene:1950	1		OMIM:611718	OMIM:611718
DISP1	NCBIGene:84976	1		OMIM:621143	OMIM:621143
DISC2	NCBIGene:27184	1		OMIM:181500	OMIM:181500
DISC1	NCBIGene:27185	1		OMIM:604906	OMIM:604906
EHBP1	NCBIGene:23301	1		OMIM:611868	OMIM:611868
ECEL1	NCBIGene:9427	1		OMIM:615065	OMIM:615065
EBF3	NCBIGene:253738	1		OMIM:617330	OMIM:617330
DSG3	NCBIGene:1830	1		OMIM:619226	OMIM:619226
EARS2	NCBIGene:124454	1		OMIM:614924	OMIM:614924
DSG4	NCBIGene:147409	1		OMIM:607903	OMIM:607903
DNAAF3	NCBIGene:352909	1		OMIM:606763	OMIM:606763
DNAAF2	NCBIGene:55172	1		OMIM:612518	OMIM:612518
DNAAF19	NCBIGene:388389	1		OMIM:614679	OMIM:614679
DNAAF11	NCBIGene:23639	1		OMIM:614935	OMIM:614935
DTNBP1	NCBIGene:84062	1		OMIM:614076	OMIM:614076
DTYMK	NCBIGene:1841	1		OMIM:619847	OMIM:619847
DUOX2	NCBIGene:50506	1		OMIM:607200	OMIM:607200
DUOXA2	NCBIGene:405753	1		OMIM:274900	OMIM:274900
DNAAF1	NCBIGene:123872	1		OMIM:613193	OMIM:613193
DUT	NCBIGene:1854	1		OMIM:620044	OMIM:620044
DMPK	NCBIGene:1760	1		OMIM:160900	OMIM:160900
DVL3	NCBIGene:1857	1		OMIM:616894	OMIM:616894
DMP1	NCBIGene:1758	1		OMIM:241520	OMIM:241520
DMGDH	NCBIGene:29958	1		OMIM:605850	OMIM:605850
DYNC1I2	NCBIGene:1781	1		OMIM:618492	OMIM:618492
DYNC2H1	NCBIGene:79659	1		OMIM:613091	OMIM:613091
DYNC2I1	NCBIGene:55112	1		OMIM:615503	OMIM:615503
DYNC2I2	NCBIGene:89891	1		OMIM:615633	OMIM:615633
DYNC2LI1	NCBIGene:51626	1		OMIM:617088	OMIM:617088
DYNLT2B	NCBIGene:255758	1		OMIM:617405	OMIM:617405
DYRK1A	NCBIGene:1859	1		OMIM:614104	OMIM:614104
DYRK1B	NCBIGene:9149	1		OMIM:615812	OMIM:615812
DLX4	NCBIGene:1748	1		OMIM:616788	OMIM:616788
DZIP1L	NCBIGene:199221	1		OMIM:617610	OMIM:617610
DDX11	NCBIGene:1663	1		OMIM:613398	OMIM:613398
F13B	NCBIGene:2165	1		OMIM:613235	OMIM:613235
GCKR	NCBIGene:2646	1		OMIM:613463	OMIM:613463
FRAS1	NCBIGene:80144	1		OMIM:219000	OMIM:219000
FRMD4A	NCBIGene:55691	1		OMIM:616819	OMIM:616819
FRMD5	NCBIGene:84978	1		OMIM:620094	OMIM:620094
FRMD7	NCBIGene:90167	1		OMIM:310700	OMIM:310700
FRMPD4	NCBIGene:9758	1		OMIM:300983	OMIM:300983
FRRS1L	NCBIGene:23732	1		OMIM:616981	OMIM:616981
FRYL	NCBIGene:285527	1		OMIM:621049	OMIM:621049
FRZB	NCBIGene:2487	1		OMIM:165720	OMIM:165720
FSCN2	NCBIGene:25794	1		OMIM:607921	OMIM:607921
FSHB	NCBIGene:2488	1		OMIM:229070	OMIM:229070
CYP11A1	NCBIGene:1583	1		OMIM:613743	OMIM:613743
FSIP2	NCBIGene:401024	1		OMIM:618153	OMIM:618153
FTCD	NCBIGene:10841	1		OMIM:229100	OMIM:229100
CYLC1	NCBIGene:1538	1		OMIM:301119	OMIM:301119
CYFIP2	NCBIGene:26999	1		OMIM:618008	OMIM:618008
CYCS	NCBIGene:54205	1		OMIM:612004	OMIM:612004
FTSJ1	NCBIGene:24140	1		OMIM:309549	OMIM:309549
FUCA1	NCBIGene:2517	1		OMIM:230000	OMIM:230000
CYC1	NCBIGene:1537	1		OMIM:615453	OMIM:615453
FUT1	NCBIGene:2523	1		OMIM:616754	OMIM:616754
CYBC1	NCBIGene:79415	1		OMIM:618935	OMIM:618935
FUT3	NCBIGene:2525	1		OMIM:618983	OMIM:618983
FUT6	NCBIGene:2528	1		OMIM:613852	OMIM:613852
FUT8	NCBIGene:2530	1		OMIM:618005	OMIM:618005
FUZ	NCBIGene:80199	1		OMIM:182940	OMIM:182940
CYBA	NCBIGene:1535	1		OMIM:233690	OMIM:233690
FRG1	NCBIGene:2483	1		OMIM:158900	OMIM:158900
FRA16E	NCBIGene:2464	1		OMIM:136570	OMIM:136570
FYB1	NCBIGene:2533	1		OMIM:273900	OMIM:273900
FRA10AC1	NCBIGene:118924	1		OMIM:620113	OMIM:620113
FMO3	NCBIGene:2328	1		OMIM:602079	OMIM:602079
CYP27B1	NCBIGene:1594	1		OMIM:264700	OMIM:264700
CYP27A1	NCBIGene:1593	1		OMIM:213700	OMIM:213700
FNIP1	NCBIGene:96459	1		OMIM:619705	OMIM:619705
FOCAD	NCBIGene:54914	1		OMIM:619991	OMIM:619991
FOLR1	NCBIGene:2348	1		OMIM:613068	OMIM:613068
FOSL2	NCBIGene:2355	1		OMIM:620789	OMIM:620789
CYP26C1	NCBIGene:340665	1		OMIM:614974	OMIM:614974
FOXC2	NCBIGene:2303	1		OMIM:153400	OMIM:153400
FOXD3	NCBIGene:27022	1		OMIM:607836	OMIM:607836
CYP26B1	NCBIGene:56603	1		OMIM:614416	OMIM:614416
CYP24A1	NCBIGene:1591	1		OMIM:143880	OMIM:143880
FOXF1	NCBIGene:2294	1		OMIM:265380	OMIM:265380
FOXG1	NCBIGene:2290	1		OMIM:613454	OMIM:613454
CYP21A2	NCBIGene:1589	1		OMIM:201910	OMIM:201910
FOXI3	NCBIGene:344167	1		OMIM:620444	OMIM:620444
FOXJ1	NCBIGene:2302	1		OMIM:618699	OMIM:618699
FOXL1	NCBIGene:2300	1		OMIM:620576	OMIM:620576
CYP19A1	NCBIGene:1588	1		OMIM:613546	OMIM:613546
CYP17A1	NCBIGene:1586	1		OMIM:202110	OMIM:202110
FOXO1	NCBIGene:2308	1		OMIM:268220	OMIM:268220
FOXP1	NCBIGene:27086	1		OMIM:613670	OMIM:613670
FOXP2	NCBIGene:93986	1		OMIM:602081	OMIM:602081
FOXP3	NCBIGene:50943	1		OMIM:304790	OMIM:304790
FOXRED1	NCBIGene:55572	1		OMIM:618241	OMIM:618241
FXYD2	NCBIGene:486	1		OMIM:154020	OMIM:154020
FYCO1	NCBIGene:79443	1		OMIM:610019	OMIM:610019
FLVCR2	NCBIGene:55640	1		OMIM:225790	OMIM:225790
GALNT12	NCBIGene:79695	1		OMIM:608812	OMIM:608812
GALNT3	NCBIGene:2591	1		OMIM:211900	OMIM:211900
GALT	NCBIGene:2592	1		OMIM:230400	OMIM:230400
GAMT	NCBIGene:2593	1		OMIM:612736	OMIM:612736
GAN	NCBIGene:8139	1		OMIM:256850	OMIM:256850
GANAB	NCBIGene:23193	1		OMIM:600666	OMIM:600666
CWC27	NCBIGene:10283	1		OMIM:250410	OMIM:250410
GAS2	NCBIGene:2620	1		OMIM:620877	OMIM:620877
GAS2L2	NCBIGene:246176	1		OMIM:618449	OMIM:618449
CUX2	NCBIGene:23316	1		OMIM:618141	OMIM:618141
CUX1	NCBIGene:1523	1		OMIM:618330	OMIM:618330
GATA3	NCBIGene:2625	1		OMIM:146255	OMIM:146255
CUL7	NCBIGene:9820	1		OMIM:273750	OMIM:273750
GATA5	NCBIGene:140628	1		OMIM:617912	OMIM:617912
CUL4B	NCBIGene:8450	1		OMIM:300354	OMIM:300354
GATAD1	NCBIGene:57798	1		OMIM:614672	OMIM:614672
GATAD2B	NCBIGene:57459	1		OMIM:615074	OMIM:615074
GATB	NCBIGene:5188	1		OMIM:618838	OMIM:618838
GATC	NCBIGene:283459	1		OMIM:618839	OMIM:618839
GBA2	NCBIGene:57704	1		OMIM:614409	OMIM:614409
CTU2	NCBIGene:348180	1		OMIM:618142	OMIM:618142
GBF1	NCBIGene:8729	1		OMIM:606483	OMIM:606483
GCDH	NCBIGene:2639	1		OMIM:231670	OMIM:231670
GCGR	NCBIGene:2642	1		OMIM:619290	OMIM:619290
CTSK	NCBIGene:1513	1		OMIM:265800	OMIM:265800
CTSF	NCBIGene:8722	1		OMIM:615362	OMIM:615362
GALNT2	NCBIGene:2590	1		OMIM:618885	OMIM:618885
GALNS	NCBIGene:2588	1		OMIM:253000	OMIM:253000
FZD2	NCBIGene:2535	1		OMIM:164745	OMIM:164745
GALM	NCBIGene:130589	1		OMIM:618881	OMIM:618881
FZD4	NCBIGene:8322	1		OMIM:133780	OMIM:133780
FZD5	NCBIGene:7855	1		OMIM:620731	OMIM:620731
FZD6	NCBIGene:8323	1		OMIM:161050	OMIM:161050
FZR1	NCBIGene:51343	1		OMIM:620145	OMIM:620145
G6PC1	NCBIGene:2538	1		OMIM:232200	OMIM:232200
G6PC3	NCBIGene:92579	1		OMIM:612541	OMIM:612541
CYB5R3	NCBIGene:1727	1		OMIM:250800	OMIM:250800
CYB5A	NCBIGene:1528	1		OMIM:250790	OMIM:250790
GAB1	NCBIGene:2549	1		OMIM:605428	OMIM:605428
GABBR1	NCBIGene:2550	1		OMIM:620502	OMIM:620502
CYB561	NCBIGene:1534	1		OMIM:618182	OMIM:618182
CXCR4	NCBIGene:7852	1		OMIM:193670	OMIM:193670
CXCR2	NCBIGene:3579	1		OMIM:619407	OMIM:619407
GABRA3	NCBIGene:2556	1		OMIM:301091	OMIM:301091
GABRA5	NCBIGene:2558	1		OMIM:618559	OMIM:618559
GABRB1	NCBIGene:2560	1		OMIM:617153	OMIM:617153
GABRB2	NCBIGene:2561	1		OMIM:617829	OMIM:617829
CXCR1	NCBIGene:3577	1		OMIM:609423	OMIM:609423
GABRD	NCBIGene:2563	1		OMIM:613060	OMIM:613060
CXCL12	NCBIGene:6387	1		OMIM:609423	OMIM:609423
GAD1	NCBIGene:2571	1		OMIM:619124	OMIM:619124
GAL	NCBIGene:51083	1		OMIM:616461	OMIM:616461
GALC	NCBIGene:2581	1		OMIM:245200	OMIM:245200
CWF19L1	NCBIGene:55280	1		OMIM:616127	OMIM:616127
GALK1	NCBIGene:2584	1		OMIM:230200	OMIM:230200
FMN2	NCBIGene:56776	1		OMIM:616193	OMIM:616193
CYP2B6	NCBIGene:1555	1		OMIM:614546	OMIM:614546
DDOST	NCBIGene:1650	1		OMIM:614507	OMIM:614507
DCX	NCBIGene:1641	1		OMIM:300067	OMIM:300067
FARSA	NCBIGene:2193	1		OMIM:619013	OMIM:619013
FARSB	NCBIGene:10056	1		OMIM:613658	OMIM:613658
FAS	NCBIGene:355	1		OMIM:601859	OMIM:601859
DCPS	NCBIGene:28960	1		OMIM:616459	OMIM:616459
DCN	NCBIGene:1634	1		OMIM:610048	OMIM:610048
FASTKD5	NCBIGene:60493	1		OMIM:621431	OMIM:621431
FAT2	NCBIGene:2196	1		OMIM:617769	OMIM:617769
DCLRE1B	NCBIGene:64858	1		OMIM:620133	OMIM:620133
DCAF8	NCBIGene:50717	1		OMIM:610100	OMIM:610100
FBP1	NCBIGene:2203	1		OMIM:229700	OMIM:229700
FBP2	NCBIGene:8789	1		OMIM:619864	OMIM:619864
FBXL3	NCBIGene:26224	1		OMIM:606220	OMIM:606220
FBXL4	NCBIGene:26235	1		OMIM:615471	OMIM:615471
FBXO11	NCBIGene:80204	1		OMIM:618089	OMIM:618089
FBXO22	NCBIGene:26263	1		OMIM:621184	OMIM:621184
FBXO28	NCBIGene:23219	1		OMIM:619777	OMIM:619777
FBXO31	NCBIGene:79791	1		OMIM:615979	OMIM:615979
FBXO38	NCBIGene:81545	1		OMIM:615575	OMIM:615575
DCAF17	NCBIGene:80067	1		OMIM:241080	OMIM:241080
FBXO7	NCBIGene:25793	1		OMIM:260300	OMIM:260300
FBXW11	NCBIGene:23291	1		OMIM:618914	OMIM:618914
FBXW7	NCBIGene:55294	1		OMIM:620012	OMIM:620012
DBT	NCBIGene:1629	1		OMIM:620699	OMIM:620699
FCGR3A	NCBIGene:2214	1		OMIM:615707	OMIM:615707
FCHO1	NCBIGene:23149	1		OMIM:619164	OMIM:619164
DCT	NCBIGene:1638	1		OMIM:619165	OMIM:619165
DCXR	NCBIGene:51181	1		OMIM:260800	OMIM:260800
FCSK	NCBIGene:197258	1		OMIM:618324	OMIM:618324
FANCL	NCBIGene:55120	1		OMIM:614083	OMIM:614083
DDHD2	NCBIGene:23259	1		OMIM:615033	OMIM:615033
DDHD1	NCBIGene:80821	1		OMIM:609340	OMIM:609340
DDC	NCBIGene:1644	1		OMIM:608643	OMIM:608643
FA2H	NCBIGene:79152	1		OMIM:612319	OMIM:612319
FAAH	NCBIGene:2166	1		OMIM:606581	OMIM:606581
FAAP100	NCBIGene:80233	1		OMIM:621258	OMIM:621258
FADD	NCBIGene:8772	1		OMIM:613759	OMIM:613759
FAH	NCBIGene:2184	1		OMIM:276700	OMIM:276700
DDB2	NCBIGene:1643	1		OMIM:278740	OMIM:278740
FAM111B	NCBIGene:374393	1		OMIM:615704	OMIM:615704
FAM149B1	NCBIGene:317662	1		OMIM:618763	OMIM:618763
FAM161A	NCBIGene:84140	1		OMIM:606068	OMIM:606068
FAM177A1	NCBIGene:283635	1		OMIM:621152	OMIM:621152
FAM20A	NCBIGene:54757	1		OMIM:204690	OMIM:204690
FAM20C	NCBIGene:56975	1		OMIM:259775	OMIM:259775
FAM50A	NCBIGene:9130	1		OMIM:300261	OMIM:300261
FAN1	NCBIGene:22909	1		OMIM:614817	OMIM:614817
FANCA	NCBIGene:2175	1		OMIM:227650	OMIM:227650
DDB1	NCBIGene:1642	1		OMIM:619426	OMIM:619426
FANCC	NCBIGene:2176	1		OMIM:227645	OMIM:227645
FANCD2	NCBIGene:2177	1		OMIM:227646	OMIM:227646
FANCE	NCBIGene:2178	1		OMIM:600901	OMIM:600901
FANCF	NCBIGene:2188	1		OMIM:603467	OMIM:603467
FANCG	NCBIGene:2189	1		OMIM:614082	OMIM:614082
FANCI	NCBIGene:55215	1		OMIM:609053	OMIM:609053
FCN3	NCBIGene:8547	1		OMIM:613860	OMIM:613860
FDFT1	NCBIGene:2222	1		OMIM:618156	OMIM:618156
CYP2C19	NCBIGene:1557	1		OMIM:609535	OMIM:609535
FGFRL1	NCBIGene:53834	1		OMIM:194190	OMIM:194190
DAB1	NCBIGene:1600	1		OMIM:615945	OMIM:615945
DAAM2	NCBIGene:23500	1		OMIM:619263	OMIM:619263
FHOD3	NCBIGene:80206	1		OMIM:619402	OMIM:619402
FIBP	NCBIGene:9158	1		OMIM:617107	OMIM:617107
D2HGDH	NCBIGene:728294	1		OMIM:600721	OMIM:600721
FIGLA	NCBIGene:344018	1		OMIM:612310	OMIM:612310
FILIP1	NCBIGene:27145	1		OMIM:620775	OMIM:620775
FITM2	NCBIGene:128486	1		OMIM:618635	OMIM:618635
FKBP14	NCBIGene:55033	1		OMIM:614557	OMIM:614557
FKBP5	NCBIGene:2289	1		OMIM:608516	OMIM:608516
FKBP6	NCBIGene:8468	1		OMIM:620103	OMIM:620103
CYP4V2	NCBIGene:285440	1		OMIM:210370	OMIM:210370
CYP4F22	NCBIGene:126410	1		OMIM:604777	OMIM:604777
FLAD1	NCBIGene:80308	1		OMIM:255100	OMIM:255100
CYP3A5	NCBIGene:1577	1		OMIM:145500	OMIM:145500
CYP3A4	NCBIGene:1576	1		OMIM:619073	OMIM:619073
FLG2	NCBIGene:388698	1		OMIM:618084	OMIM:618084
FLI1	NCBIGene:2313	1		OMIM:617443	OMIM:617443
FLII	NCBIGene:2314	1		OMIM:620635	OMIM:620635
CYP2U1	NCBIGene:113612	1		OMIM:615030	OMIM:615030
